datetime,storage,elevation,outflow,inflow,precip,evap,tocs
12/01/07,235.962,374.98,1467,791,0,9,577
12/02/07,235.102,374.8,1378,953,0,9,577
12/03/07,233.907,374.55,1372,787,0,17,577
12/04/07,232.378,374.23,1463,704,0,12,577
12/05/07,230.668,373.87,1519,657,0.18,0,577
12/06/07,230.058,373.74,1370,1062,0.01,0,577
12/07/07,232.044,374.16,1185,2189,0.87,3,577
12/08/07,233.095,374.38,1331,1861,1.74,0,577
12/09/07,232.617,374.28,1272,1051,0,20,577
12/10/07,231.566,374.06,1249,730,0,11,577
12/11/07,230.246,373.78,1354,697,0,8,577
12/12/07,228.79,373.47,1479,759,0,14,577
12/13/07,227.287,373.15,1373,621,0,6,577
12/14/07,226.351,372.95,1408,942,0,6,577
12/15/07,225.659,372.8,1421,1080,0,8,577
12/16/07,224.874,372.63,1377,986,0,5,577
12/17/07,223.628,372.36,1384,761,0,5,577
12/18/07,223.443,372.32,1254,1161,0.38,0,577
12/19/07,223.674,372.37,1291,1407,0.38,0,577
12/20/07,226.167,372.91,1001,2258,0.2,0,577
12/21/07,227.146,373.12,1236,1738,0.63,8,577
12/22/07,227.991,373.3,1027,1458,0,5,577
12/23/07,227.85,373.27,1216,1151,0,6,577
12/24/07,227.193,373.13,1179,862,0,14,577
12/25/07,226.444,372.97,1215,843,0,6,577
12/26/07,225.613,372.79,1259,852,0,12,577
12/27/07,224.736,372.6,1238,799,0,3,577
12/28/07,223.674,372.37,1304,769,0.05,0,577
12/29/07,223.258,372.28,1273,1066,0.14,3,577
12/30/07,223.074,372.24,1217,1125,0.02,1,577
12/31/07,222.474,372.11,1284,983,0.02,1,577
01/01/08,221.785,371.96,1321,977,0,3,577
01/02/08,221.286,371.85,1310,1061,0,3,577
01/03/08,222.151,372.04,1270,1712,0,6,577
01/04/08,225.8,372.04,1270,1712,0,0,577
01/05/08,238.292,375.46,796,7072,0.43,0,577
01/06/08,243.676,376.56,1163,3877,0.69,0,577
01/07/08,246.998,377.23,1020,2703,0.06,8,577
01/08/08,248.5,377.53,1161,1928,0.06,10,577
01/09/08,251.667,378.16,891,2490,0.41,2,577
01/10/08,252.989,378.42,1303,1974,0,5,577
01/11/08,254.361,378.69,1031,1728,0.09,5,577
01/12/08,256.092,379.03,1114,1990,0.01,3,577
01/13/08,257.123,379.23,1217,1740,0,3,577
01/14/08,257.897,379.38,1119,1514,0,5,577
01/15/08,258.207,379.44,1166,1329,0,7,577
01/16/08,258.207,379.44,1282,1289,0,7,577
01/17/08,258.361,379.47,1134,1217,0,5,577
01/18/08,258.207,379.44,1251,1180,0,7,577
01/19/08,258.877,379.57,1084,1432,0,10,577
01/20/08,259.341,379.66,1140,1379,0,5,577
01/21/08,259.187,379.63,1198,1123,0.01,3,577
01/22/08,259.187,379.63,1120,1120,0.56,0,577
01/23/08,259.651,379.72,1045,1279,0.56,0,577
01/24/08,259.909,379.77,1428,1565,0.73,7,577
01/25/08,260.734,379.93,1124,1550,0.24,10,577
01/26/08,261.932,380.16,858,1465,0.19,3,577
01/27/08,263.554,380.47,1000,1844,0.03,26,577
01/28/08,269.507,381.6,960,3984,0.67,23,577
01/29/08,272.756,382.21,1046,2698,0,14,577
01/30/08,275.603,382.74,1049,2496,0.23,12,577
01/31/08,277.762,383.14,1066,2167,0.01,13,577
02/01/08,282.607,384.03,1401,3884,0.46,40,577
02/02/08,286.466,384.73,1066,3021,0,9,577
02/03/08,294.106,386.1,1133,4991,0.35,6,577
02/04/08,300.172,387.17,1047,4114,0.22,9,577
02/05/08,303.21,387.7,927,2476,0,17,577
02/06/08,305.277,388.06,1178,2228,0,8,577
02/07/08,307.89,388.51,1289,2614,0,8,577
02/08/08,310.154,388.9,1159,2310,0,10,578.9
02/09/08,312.086,389.23,1273,2259,0,12,581
02/10/08,313.556,389.48,1167,1918,0,10,583.3
02/11/08,315.202,389.76,1051,1895,0,14,585.7
02/12/08,317.03,390.07,1182,2118,0,14,588.2
02/13/08,318.517,390.32,1152,1914,0,12,590.8
02/14/08,320.481,390.65,1266,2280,0,24,593.5
02/15/08,322.445,390.98,1008,2034,0,36,595.9
02/16/08,323.95,391.23,1168,1941,0,14,598.2
02/17/08,325.095,391.42,1122,1713,0,14,600.6
02/18/08,327.084,391.75,1159,2180,0,18,603
02/19/08,329.688,392.18,1065,2388,0,10,605.3
02/20/08,332.066,392.57,979,2188,0,10,607.7
02/21/08,334.323,392.94,1091,2237,0.37,8,610
02/22/08,337.22,393.41,1057,2518,0.12,0,612.4
02/23/08,341.236,394.06,1047,3076,0.12,4,614.1
02/24/08,346.421,394.89,1197,3811,0.17,0,610.5
02/25/08,355.982,396.4,1086,5917,0.32,11,614
02/26/08,361.689,397.29,1044,3932,0,11,617.5
02/27/08,364.532,397.73,1332,2782,0,17,621.1
02/28/08,368.432,398.33,1044,3025,0,15,624.7
02/29/08,371.436,398.79,1117,2651,0,20,628.6
03/01/08,374.789,399.3,1051,2770,0,29,631.3
03/02/08,378.354,399.84,1068,2901,0,36,633.6
03/03/08,381.146,400.26,1152,2585,0,25,636
03/04/08,383.484,400.61,1165,2364,0,20,638.4
03/05/08,386.426,401.05,1239,2742,0,20,640.7
03/06/08,388.386,401.34,1189,2204,0,27,643.1
03/07/08,390.279,401.62,1297,2274,0,23,645.4
03/08/08,392.374,401.93,1115,2192,0,21,647.8
03/09/08,394.352,402.22,1135,2162,0,30,650.2
03/10/08,396.472,402.53,1227,2328,0,32,652.5
03/11/08,398.181,402.78,1133,2020,0,25,654.9
03/12/08,399.618,402.99,1361,2104,0,19,657.2
03/13/08,402.661,403.43,1234,2791,0,23,659.6
03/14/08,408.075,404.21,1220,3983,0,33,662
03/15/08,412.205,404.8,1155,3261,0,24,664.3
03/16/08,415.304,405.24,1237,2842,0,43,666.7
03/17/08,418.065,405.63,1251,2674,0,31,669
03/18/08,419.835,405.88,1175,2089,0,22,671.4
03/19/08,421.473,406.11,1225,2073,0,22,673.8
03/20/08,423.55,406.4,1191,2269,0,31,676.1
03/21/08,425.412,406.66,1456,2426,0,31,678.5
03/22/08,427.992,407.02,1190,2520,0,29,680.8
03/23/08,430.164,407.32,1272,2401,0,34,683.2
03/24/08,432.482,407.64,1111,2307,0,27,685.6
03/25/08,434.944,407.98,1329,2597,0,27,687.9
03/26/08,438.091,408.41,1202,2823,0,34,690.3
03/27/08,441.093,408.82,1277,2825,0,35,692.6
03/28/08,444.484,409.28,1135,2875,0,30,695
03/29/08,446.853,409.6,1302,2513,0.19,17,697.4
03/30/08,449.297,409.93,1176,2428,0.15,20,699.7
03/31/08,451.461,410.22,1248,2369,0,30,702.1
04/01/08,453.331,410.47,1347,2325,0,35,704.4
04/02/08,456.174,410.85,959,2422,0,30,706.8
04/03/08,458.127,411.11,1444,2464,0,35,709.2
04/04/08,459.714,411.32,1403,2244,0,41,711.5
04/05/08,461.754,411.59,1197,2268,0,43,713.9
04/06/08,463.87,411.87,1254,2362,0,41,716.2
04/07/08,465.768,412.12,1337,2330,0,36,718.6
04/08/08,467.981,412.41,1384,2528,0,28,721
04/09/08,469.66,412.63,1273,2155,0,36,723.3
04/10/08,470.728,412.77,1419,2003,0,46,725.7
04/11/08,473.099,413.08,1265,2501,0,41,728
04/12/08,475.95,413.45,1295,2786,0,54,730.4
04/13/08,479.726,413.94,1375,3336,0,57,732.8
04/14/08,483.845,414.47,1744,3871,0,50,735.1
04/15/08,487.423,414.93,1425,3276,0,47,737.5
04/16/08,490.638,415.34,1522,3191,0,48,739.8
04/17/08,493.701,415.73,1482,3074,0,48,742.2
04/18/08,497.011,416.15,1485,3210,0,56,744.6
04/19/08,500.817,416.63,1429,3399,0,51,746.9
04/20/08,503.513,416.97,1477,2892,0,56,749.3
04/21/08,506.312,417.32,1432,2891,0,48,751.6
04/22/08,509.434,417.71,1354,2974,0,46,757.3
04/23/08,512.886,418.14,1300,3075,0.01,35,762.9
04/24/08,515.795,418.5,1207,2726,0.05,52,768.5
04/25/08,518.299,418.81,1283,2597,0,52,774.2
04/26/08,520.16,419.04,1487,2482,0,57,779.8
04/27/08,523.095,419.4,1299,2839,0,60,785.5
04/28/08,527.905,419.99,1306,3806,0,75,791.1
04/29/08,532.514,420.55,1500,3891,0,67,796.7
04/30/08,536.798,421.07,1428,3646,0,58,802.4
05/01/08,539.788,421.43,1351,2917,0,59,808
05/02/08,542.695,421.78,1373,2903,0,64,813.6
05/03/08,545.779,422.15,1319,2916,0,42,819.3
05/04/08,549.551,422.6,1236,3194,0,56,824.9
05/05/08,551.73,422.86,1287,2442,0,56,830.5
05/06/08,556.201,423.39,1346,3660,0,60,836.2
05/07/08,561.106,423.97,1636,4169,0,60,841.8
05/08/08,566.65,424.62,973,3831,0,63,847.4
05/09/08,569.979,425.01,1357,3095,0,60,853.1
05/10/08,573.766,425.45,1235,3207,0,63,858.7
05/11/08,577.467,425.88,1450,3380,0,64,864.3
05/12/08,581.451,426.34,1321,3394,0,64,870
05/13/08,585.009,426.75,1302,3180,0,84,875.6
05/14/08,588.492,427.15,1300,3146,0,90,881.2
05/15/08,591.292,427.47,1786,3274,0,76,886.9
05/16/08,597.43,428.17,1324,4522,0,103,892.5
05/17/08,602.901,428.79,1273,4125,0,94,898.1
05/18/08,608.49,429.42,1499,4370,0,53,903.8
05/19/08,612.76,429.9,1331,3484,0,0,909.4
05/20/08,616.609,430.33,1271,3290,0,78,915
05/21/08,617.864,430.47,1954,2680,0,93,920.7
05/22/08,619.03,430.6,1657,2344,0,99,926.3
05/23/08,619.388,430.64,1650,1896,0,66,931.9
05/24/08,619.657,430.67,1816,1964,0.05,12,937.6
05/25/08,620.195,430.73,1999,2324,0,54,943.2
05/26/08,620.285,430.74,1768,1873,0,60,948.8
05/27/08,620.643,430.78,1758,1992,0.18,54,954.5
05/28/08,619.478,430.65,2055,1531,0,63,960.1
05/29/08,619.388,430.64,2037,2055,0,63,965.7
05/30/08,618.043,430.49,2405,1796,0,69,971.4
05/31/08,617.057,430.38,2499,2068,0,66,977
06/01/08,615.085,430.16,2661,1736,0,69,977
06/02/08,612.938,429.92,2655,1644,0,71,977
06/03/08,611.426,429.75,2510,1825,0,77,977
06/04/08,609.647,429.55,2372,1552,0,77,977
06/05/08,608.312,429.4,2372,1788,0,89,977
06/06/08,605.822,429.12,2563,1397,0,89,977
06/07/08,603.96,428.91,2417,1564,0,86,977
06/08/08,602.195,428.71,2372,1565,0,83,977
06/09/08,599.46,428.4,2856,1571,0,94,977
06/10/08,595.055,427.9,3822,1692,0,91,977
06/11/08,588.054,427.1,4973,1557,0,114,977
06/12/08,581.624,426.36,4750,1607,0,99,977
06/13/08,575.574,425.66,4254,1290,0,86,977
06/14/08,568.869,424.88,4715,1430,0,95,977
06/15/08,562.043,424.08,4637,1270,0,74,977
06/16/08,555.186,423.27,4688,1319,0,88,977
06/17/08,548.293,422.45,4549,1153,0,79,977
06/18/08,541.034,421.58,4497,918,0,81,977
06/19/08,533.913,420.72,4789,1282,0,83,977
06/20/08,527.172,419.9,4413,1105,0,91,977
06/21/08,520.649,419.1,4433,1245,0,101,977
06/22/08,514.098,418.29,4557,1360,0,106,977
06/23/08,507.593,417.48,4351,1155,0,84,977
06/24/08,502.72,416.87,3710,1317,0,64,977
06/25/08,496.298,416.06,4034,841,0,45,977
06/26/08,491.267,415.42,3608,1146,0,74,977
06/27/08,487.423,414.93,3236,1335,0,37,977
06/28/08,482.911,414.35,3571,1359,0,63,977
06/29/08,478.262,413.75,3454,1178,0,68,977
06/30/08,472.791,413.04,3624,933,0,67,977
07/01/08,468.057,412.42,3402,1087,0,72,977
07/02/08,463.416,411.81,3353,1077,0,64,977
07/03/08,458.958,411.22,3376,1199,0,71,977
07/04/08,454.079,410.57,3538,1141,0,63,977
07/05/08,449.519,409.96,3400,1161,0,60,977
07/06/08,445.447,409.41,3387,1391,0,57,977
07/07/08,440.727,408.77,3536,1218,0,62,977
07/08/08,436.407,408.18,3343,1239,0,74,977
07/09/08,431.975,407.57,3360,1199,0,73,977
07/10/08,427.632,406.97,3536,1404,0,58,977
07/11/08,423.55,406.4,3145,1150,0,63,977
07/12/08,418.844,405.74,3612,1287,0,48,977
07/13/08,414.455,405.12,3467,1304,0,50,977
07/14/08,410.175,404.51,3493,1396,0,61,977
07/15/08,405.706,403.87,3382,1202,0,73,977
07/16/08,401.485,403.26,3513,1441,0,56,977
07/17/08,396.814,402.58,3593,1296,0,58,977
07/18/08,392.374,401.93,3422,1251,0,67,977
07/19/08,387.981,401.28,3481,1321,0,55,977
07/20/08,383.484,400.61,3545,1339,0,61,977
07/21/08,378.42,399.85,3424,927,0,56,977
07/22/08,374.657,399.28,3163,1315,0,49,977
07/23/08,371.959,398.87,2707,1396,0,49,977
07/24/08,368.301,398.31,2606,821,0,59,977
07/25/08,365.372,397.86,2649,1231,0,59,977
07/26/08,362.723,397.45,2607,1330,0,59,977
07/27/08,360.85,397.16,2658,1779,0,65,977
07/28/08,355.854,396.38,2649,184,0,54,977
07/29/08,352.415,395.84,2791,1110,0,53,977
07/30/08,350.267,395.5,2557,1531,0,57,977
07/31/08,348.372,395.2,2610,1714,0,59,977
08/01/08,346.796,394.95,2279,1545,0,61,977
08/02/08,344.609,394.6,2409,1361,0,55,977
08/03/08,343.36,394.4,2246,1677,0,61,977
08/04/08,341.548,394.11,2508,1652,0,58,977
08/05/08,339.195,393.73,2425,1293,0,54,977
08/06/08,336.17,393.24,2459,988,0,54,977
08/07/08,333.896,392.87,2225,1136,0,57,977
08/08/08,331.64,392.5,2296,1210,0,51,977
08/09/08,330.115,392.25,2099,1381,0,51,977
08/10/08,328.409,391.97,2323,1510,0,47,977
08/11/08,327.264,391.78,2166,1645,0,56,977
08/12/08,325.215,391.44,2240,1255,0,48,977
08/13/08,324.312,391.29,2029,1626,0,52,977
08/14/08,323.649,391.18,1918,1636,0,52,977
08/15/08,322.088,390.92,2044,1315,0,58,977
08/16/08,321.136,390.76,1863,1443,0,60,977
08/17/08,319.35,390.46,1953,1112,0,59,977
08/18/08,317.684,390.18,1808,1019,0,51,977
08/19/08,315.908,389.88,1900,1046,0,41,977
08/20/08,314.791,389.69,1842,1318,0,39,977
08/21/08,314.144,389.58,1890,1605,0,41,977
08/22/08,313.144,389.41,1894,1437,0,47,977
08/23/08,312.086,389.23,1924,1436,0,45,977
08/24/08,310.969,389.04,1821,1305,0,47,977
08/25/08,309.631,388.81,1826,1197,0,46,977
08/26/08,307.948,388.52,1997,1210,0,62,977
08/27/08,306.961,388.35,1971,1519,0,46,977
08/28/08,304.814,387.98,2019,987,0,50,977
08/29/08,302.923,387.65,2046,1144,0,51,977
08/30/08,301.834,387.46,1906,1408,0,51,977
08/31/08,300.287,387.19,1845,1120,0,55,977
09/01/08,298.519,386.88,2010,1168,0,49,977
09/02/08,296.482,386.52,2025,1049,0,51,977
09/03/08,294.672,386.2,1904,1041,0,50,977
09/04/08,293.879,386.06,1790,1452,0,62,977
09/05/08,292.423,385.8,1905,1240,0,69,977
09/06/08,291.083,385.56,1818,1199,0,57,977
09/07/08,289.854,385.34,1709,1135,0,46,977
09/08/08,288.904,385.17,1592,1159,0,46,977
09/09/08,287.569,384.93,1653,1019,0,39,977
09/10/08,286.411,384.72,1653,1106,0,37,977
09/11/08,285.199,384.5,1617,1035,0,29,977
09/12/08,284.482,384.37,1725,1395,0,31,977
09/13/08,284.206,384.32,1547,1444,0,36,977
09/14/08,282.388,383.99,1806,914,0,25,977
09/15/08,281.735,383.87,1586,1284,0,27,977
09/16/08,281.082,383.75,1678,1380,0,31,977
09/17/08,279.449,383.45,1602,810,0,31,977
09/18/08,278.197,383.22,1774,1177,0,34,977
09/19/08,277.816,383.15,1762,1595,0,25,977
09/20/08,277.544,383.1,1392,1278,0,23,977
09/21/08,276.893,382.98,1594,1289,0,23,977
09/22/08,275.496,382.72,1647,977,0,34,977
09/23/08,273.992,382.44,1713,989,0,34,977
09/24/08,273.992,382.44,1472,1509,0,37,977
09/25/08,273.884,382.42,1483,1470,0,41,977
09/26/08,273.616,382.37,1406,1312,0,41,977
09/27/08,273.293,382.31,1378,1263,0,48,977
09/28/08,272.004,382.07,1488,879,0,41,977
09/29/08,271.151,381.91,1302,898,0,26,977
09/30/08,269.825,381.66,1497,856,0,28,977
10/01/08,269.242,381.55,1293,1027,0,28,968.8
10/02/08,268.606,381.43,1261,973,0,33,960.7
10/03/08,268.023,381.32,1233,967,0,28,952.5
10/04/08,267.758,381.27,1225,1098,0.02,7,944.3
10/05/08,267.333,381.19,1212,1017,0.27,19,936.2
10/06/08,266.274,380.99,1414,899,0,19,928
10/07/08,265.489,380.84,1211,837,0,22,919.9
10/08/08,263.815,380.52,1387,574,0,31,919.9
10/09/08,262.403,380.25,1285,604,0,31,903.5
10/10/08,261.357,380.05,1289,796,0,34,895.4
10/11/08,260.27,379.84,1435,926,0,39,887.2
10/12/08,259.496,379.69,1297,941,0,34,879
10/13/08,258.464,379.49,1295,805,0,30,870.9
10/14/08,257.02,379.21,1460,766,0,34,862.7
10/15/08,255.785,378.97,1345,751,0,29,854.6
10/16/08,254.819,378.78,1258,801,0,30,846.4
10/17/08,253.497,378.52,1326,687,0,27,838.2
10/18/08,252.328,378.29,1545,983,0,27,830.1
10/19/08,251.515,378.13,1338,951,0,23,821.9
10/20/08,250.103,377.85,1328,639,0,23,813.7
10/21/08,248.951,377.62,1144,579,0,16,805.6
10/22/08,247.899,377.41,1075,565,0,20,797.4
10/23/08,245.896,377.01,1424,434,0,20,789.2
10/24/08,244.662,376.76,1277,683,0,28,781.1
10/25/08,243.429,376.51,1194,598,0,26,772.9
10/26/08,242.443,376.31,1295,822,0,24,764.8
10/27/08,240.623,375.94,1267,371,0,22,756.6
10/28/08,238.535,375.51,1433,397,0,17,748.4
10/29/08,237.126,375.22,1191,495,0,14,740.3
10/30/08,235.532,374.89,1212,422,0,14,732.1
10/31/08,234.433,374.66,1129,586,0.05,11,723.9
11/01/08,233.86,374.54,1445,1170,0.4,14,715.8
11/02/08,234.577,374.69,1171,1532,1.79,0,707.6
11/03/08,235.293,374.84,1190,1604,0.44,53,699.4
11/04/08,235.341,374.85,1017,1061,0.01,20,691.3
11/05/08,235.15,374.81,924,841,0,13,683.1
11/06/08,233.573,374.48,1482,695,0,8,675
11/07/08,232.378,374.23,1172,578,0,8,666.8
11/08/08,231.518,374.05,1253,822,0,3,658.6
11/09/08,230.621,373.86,1359,913,0.02,6,650.5
11/10/08,229.071,373.53,1499,724,0,6,642.3
11/11/08,227.85,373.27,1483,875,0,8,634.1
11/12/08,227.146,373.12,1099,752,0,8,626
11/13/08,225.982,372.87,1332,745,0,0,626
11/14/08,224.966,372.65,1299,804,0,17,609.7
11/15/08,224.043,372.45,1402,954,0,17,601.5
11/16/08,223.397,372.31,1268,951,0,9,593.3
11/17/08,222.751,372.17,1306,995,0,15,585.2
11/18/08,221.785,371.96,1348,874,0,13,577
11/19/08,220.288,371.63,1258,515,0,12,577
11/20/08,219.018,371.35,1184,550,0,6,577
11/21/08,218.202,371.17,1106,701,0,6,577
11/22/08,217.522,371.02,1183,846,0,6,577
11/23/08,216.852,370.87,1159,828,0,7,577
11/24/08,215.605,370.59,1239,617,0,7,577
11/25/08,215.472,370.56,1217,1159,0,9,577
11/26/08,215.026,370.46,1216,998,0,7,577
11/27/08,214.047,370.24,1384,893,0,3,577
11/28/08,211.798,369.73,1687,556,0,3,577
11/29/08,210.837,369.51,1342,861,0,3,577
11/30/08,209.395,369.18,1381,657,0,3,577
12/01/08,207.837,368.82,1346,568,0,7,577
12/02/08,206.51,368.51,1376,714,0,7,577
12/03/08,205.439,368.26,1135,599,0,4,577
12/04/08,203.823,367.88,1310,498,0,3,577
12/05/08,202.2,367.88,1310,498,0,4,577
12/06/08,201.935,367.43,1296,1151,0,3,577
12/07/08,201.348,367.29,1342,1047,0,1,577
12/08/08,200.384,367.06,1311,829,0,4,577
12/09/08,199.886,366.94,1256,1006,0,1,577
12/10/08,199.434,366.83,1247,1022,0,3,577
12/11/08,199.393,366.82,1180,1163,0,4,577
12/12/08,199.187,366.77,1110,1011,0,5,577
12/13/08,199.27,366.79,1100,1152,0,10,577
12/14/08,199.187,366.77,1252,1210,0.36,0,577
12/15/08,199.516,366.85,1026,1196,0.22,4,577
12/16/08,201.181,367.25,1026,1866,0.18,1,577
12/17/08,202.145,367.48,1015,1506,0,5,577
12/18/08,203.403,367.78,1171,1808,0.04,3,577
12/19/08,204.326,368,1094,1560,0.12,1,577
12/20/08,206.253,368.45,958,1934,0,4,577
12/21/08,207.666,368.78,1044,1756,0.73,0,577
12/22/08,209.482,369.2,1090,2006,0.73,0,577
12/23/08,211.58,369.68,967,2026,0,1,577
12/24/08,212.279,369.84,960,1313,0,1,577
12/25/08,214.492,370.34,1063,2183,0.26,4,577
12/26/08,216.629,370.82,952,2032,0.5,3,577
12/27/08,217.612,371.04,886,1386,0,4,577
12/28/08,217.975,371.12,1131,1320,0,6,577
12/29/08,217.975,371.12,1143,1149,0,6,577
12/30/08,218.021,371.13,1013,1040,0,4,577
12/31/08,217.975,371.12,1032,1013,0,4,577
01/01/09,217.658,371.05,984,828,0,4,577
01/02/09,216.897,370.88,1304,924,0,4,577
01/03/09,217.975,371.12,977,1527,0.12,7,577
01/04/09,219.336,371.42,1085,1778,0,7,577
01/05/09,219.653,371.49,1064,1228,0,4,577
01/06/09,219.744,371.51,944,990,0.02,0,577
01/07/09,219.336,371.42,1138,935,0,3,577
01/08/09,219.154,371.38,1130,1041,0.01,3,577
01/09/09,218.111,371.15,1397,871,0,0,577
01/10/09,218.202,371.17,1054,1106,0,6,577
01/11/09,218.202,371.17,1119,1125,0,6,577
01/12/09,217.476,371.01,1199,839,0,6,577
01/13/09,217.119,370.93,1084,910,0,6,577
01/14/09,216.986,370.9,1009,948,0,6,577
01/15/09,216.808,370.86,991,907,0,6,577
01/16/09,216.674,370.83,1005,944,0,7,577
01/17/09,217.476,371.01,832,1242,0,6,577
01/18/09,218.202,371.17,822,1198,0,10,577
01/19/09,217.658,371.05,1181,916,0,9,577
01/20/09,217.164,370.94,1005,765,0,9,577
01/21/09,217.075,370.92,850,815,0,10,577
01/22/09,217.386,370.99,1092,1249,0.06,0,577
01/23/09,219.88,371.54,963,2220,1.17,0,577
01/24/09,227.146,373.12,932,4600,0.47,5,577
01/25/09,234.385,374.65,982,4635,0.04,3,577
01/26/09,238.729,375.55,941,3141,0,10,577
01/27/09,240.04,375.82,832,1501,0,8,577
01/28/09,241.506,376.12,650,1399,0,10,577
01/29/09,243.232,376.47,920,1795,0,5,577
01/30/09,244.218,376.67,956,1461,0,8,577
01/31/09,245.599,376.95,930,1634,0,8,577
02/01/09,246.948,377.22,904,1592,0,8,577
02/02/09,247.749,377.38,976,1388,0,8,577
02/03/09,248.15,377.46,1168,1378,0,8,577
02/04/09,248.951,377.62,1016,1432,0,12,577
02/05/09,250.253,377.88,930,1598,0,12,577
02/06/09,250.804,377.99,938,1221,0.09,5,577
02/07/09,251.972,378.22,849,1446,0.08,8,577
02/08/09,252.531,378.33,1033,1325,0.01,10,579.4
02/09/09,253.802,378.58,978,1627,0.18,8,581.8
02/10/09,255.175,378.85,1012,1721,0.01,17,584.1
02/11/09,256.195,379.05,1045,1567,0.01,8,586.5
02/12/09,257.123,379.23,1104,1596,0.43,24,588.9
02/13/09,260.27,379.84,750,2344,0.08,7,591.3
02/14/09,265.332,380.81,730,3282,0.94,0,593.7
02/15/09,267.917,381.3,722,2042,0.04,17,596
02/16/09,272.111,382.09,751,2865,0.11,0,598.4
02/17/09,279.34,383.43,1010,4655,0.13,0,600.8
02/18/09,287.845,384.98,1010,5307,0.82,9,603.2
02/19/09,293.766,386.04,766,3760,0,9,605.6
02/20/09,298.01,386.79,819,2974,0,15,608
02/21/09,301.892,387.47,906,2880,0,17,610.3
02/22/09,306.206,388.22,778,2965,0,12,612.4
02/23/09,332.859,392.7,791,14228,1.01,0,608.4
02/24/09,369.019,398.42,845,19079,0.79,4,610.8
02/25/09,387.981,401.28,823,10404,0,21,613.9
02/26/09,401.001,403.19,1192,7770,0.03,14,617.5
02/27/09,412.275,404.81,1126,6824,0.22,14,621.1
02/28/09,422.261,406.22,821,5873,0,17,624.9
03/01/09,432.554,407.65,527,5733,0,17,621.7
03/02/09,456.698,410.92,886,13061,0.54,3,612.1
03/03/09,501.61,416.73,751,23402,0.68,8,616
03/04/09,542.778,421.79,695,21458,0.68,8,613.1
03/05/09,562.811,424.17,736,10859,0.09,23,616.9
03/06/09,577.209,425.85,861,8140,0,20,620.8
03/07/09,589.017,427.21,850,6826,0,23,624.9
03/08/09,598.665,428.31,841,5734,0,29,629.1
03/09/09,608.49,429.42,997,5986,0,36,633.6
03/10/09,617.685,430.45,783,5446,0,27,638.2
03/11/09,625.327,431.3,920,4803,0,30,642.8
03/12/09,632.197,432.06,1316,4810,0,30,647.6
03/13/09,637.841,432.68,1432,4301,0,24,652.4
03/14/09,642.772,433.22,1279,3799,0,34,657.3
03/15/09,647.265,433.71,1549,3814,0,0,662.2
03/16/09,653.898,434.43,1374,4736,0,18,665.1
03/17/09,661.585,435.26,1476,5379,0,28,667.5
03/18/09,667.727,435.92,1410,4535,0,28,669.9
03/19/09,673.908,436.58,1538,4688,0,34,672.2
03/20/09,680.582,437.29,1380,4779,0,34,674.6
03/21/09,688.139,438.09,1235,5083,0,38,677
03/22/09,696.98,439.02,1269,5745,0.04,19,677.2
03/23/09,705.499,439.91,1372,5670,0.26,3,681.8
03/24/09,711.178,440.5,1561,4469,0,45,684.1
03/25/09,716.674,441.07,1473,4279,0,35,686.5
03/26/09,721.425,441.56,1689,4107,0,23,688.9
03/27/09,726.18,442.05,1801,4256,0,58,691.3
03/28/09,730.473,442.49,1762,3971,0,45,693.7
03/29/09,735.352,442.99,1532,4044,0,52,696
03/30/09,740.949,443.56,1768,4642,0,52,698.4
03/31/09,745.863,444.06,1851,4387,0,59,700.8
04/01/09,749.322,444.41,2321,4114,0,49,703.2
04/02/09,753.078,444.79,2242,4198,0,62,705.6
04/03/09,756.247,445.11,2443,4097,0,56,708
04/04/09,759.728,445.46,2297,4135,0,83,710.3
04/05/09,761.12,445.6,2719,3467,0,46,712.7
04/06/09,762.115,445.7,3418,3966,0,46,715.1
04/07/09,763.706,445.86,3691,4559,0,66,717.5
04/08/09,766.399,446.13,3660,5018,0.7,0,719.9
04/09/09,768.702,446.36,3849,5010,0.7,0,722.2
04/10/09,770.003,446.49,3396,4055,0.23,3,724.6
04/11/09,771.105,446.6,3316,3895,0.07,23,727
04/12/09,771.004,446.59,3563,3575,0,63,729.4
04/13/09,772.406,446.73,3350,4104,0,47,731.8
04/14/09,772.706,446.76,3821,4015,0,43,734.1
04/15/09,772.506,446.74,3601,3543,0,43,736.5
04/16/09,772.306,446.72,3585,3541,0,57,738.9
04/17/09,771.605,446.65,3858,3565,0,60,741.3
04/18/09,771.705,446.66,3521,3621,0,50,743.7
04/19/09,772.506,446.74,3610,4084,0,70,746
04/20/09,774.608,446.95,3830,4963,0,73,748.4
04/21/09,779.039,447.39,3380,5687,0,73,751.6
04/22/09,785.389,448.02,3253,6561,0,107,757.3
04/23/09,789.446,448.42,3843,5952,0,64,762.9
04/24/09,792.488,448.72,3530,5135,0.02,71,768.5
04/25/09,792.285,448.7,4398,4353,0.02,57,774.2
04/26/09,790.46,448.52,5116,4246,0,50,779.8
04/27/09,788.431,448.32,5292,4336,0,67,785.5
04/28/09,786.809,448.16,4287,3523,0,54,791.1
04/29/09,783.171,447.8,5301,3521,0,54,796.7
04/30/09,780.45,447.53,4894,3579,0,57,802.4
05/01/09,780.047,447.49,4956,4793,0,40,808
05/02/09,793.198,448.79,5011,11644,0.89,3,813.6
